Event,Timestamp,Framecount,SessionID,Email,BCIConfidence,BCIState
Sample,2021-08-17 10:56:19.0441,15,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.5496,ReceivingData
Sample,2021-08-17 10:56:19.0597,16,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6035,ReceivingData
Sample,2021-08-17 10:56:19.0887,17,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6016,ReceivingData
Sample,2021-08-17 10:56:19.1089,18,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6153,ReceivingData
Sample,2021-08-17 10:56:19.1305,19,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6226,ReceivingData
Sample,2021-08-17 10:56:19.1587,20,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6522,ReceivingData
Sample,2021-08-17 10:56:19.1856,21,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6625,ReceivingData
Sample,2021-08-17 10:56:19.2038,22,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6947,ReceivingData
Sample,2021-08-17 10:56:19.5204,35,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7335,ReceivingData
Sample,2021-08-17 10:56:19.5324,36,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7047,ReceivingData
Sample,2021-08-17 10:56:19.5586,37,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7190,ReceivingData
Sample,2021-08-17 10:56:19.5831,38,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7201,ReceivingData
Sample,2021-08-17 10:56:19.5995,39,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7258,ReceivingData
Sample,2021-08-17 10:56:19.6535,40,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7315,ReceivingData
Sample,2021-08-17 10:56:19.6667,41,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7514,ReceivingData
Sample,2021-08-17 10:56:19.6910,42,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7338,ReceivingData
Sample,2021-08-17 10:56:19.7171,43,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7160,ReceivingData
Sample,2021-08-17 10:56:19.9961,55,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7241,ReceivingData
Sample,2021-08-17 10:56:20.0236,56,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7361,ReceivingData
Sample,2021-08-17 10:56:20.0503,57,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7422,ReceivingData
Sample,2021-08-17 10:56:20.0661,58,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7482,ReceivingData
Sample,2021-08-17 10:56:20.0913,59,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7427,ReceivingData
Sample,2021-08-17 10:56:20.1175,60,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7483,ReceivingData
Sample,2021-08-17 10:56:20.4628,75,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7286,ReceivingData
Sample,2021-08-17 10:56:20.4883,76,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.7136,ReceivingData
Sample,2021-08-17 10:56:20.5063,77,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6975,ReceivingData
Sample,2021-08-17 10:56:20.5275,78,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6871,ReceivingData
Sample,2021-08-17 10:56:20.5548,79,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6925,ReceivingData
Sample,2021-08-17 10:56:20.5738,80,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6942,ReceivingData
Sample,2021-08-17 10:56:20.5942,81,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6861,ReceivingData
Sample,2021-08-17 10:56:20.6380,82,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6887,ReceivingData
Sample,2021-08-17 10:56:20.6620,83,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6846,ReceivingData
Sample,2021-08-17 10:56:20.9567,95,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6535,ReceivingData
Sample,2021-08-17 10:56:20.9688,96,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6516,ReceivingData
Sample,2021-08-17 10:56:20.9990,97,aa41936b649bfba0f9a0df3b523b6ec2,anonymous,0.6606,ReceivingData
