SessionID,Timestamp,Framecount,Email,DeviceID,FabInputTrials,AccInputTrials,RejInputTrials,Trials,InterTrialInterval_sec,InputWindow_sec,noInputReceivedFabAlarm_sec,FabAlarmVariability_sec,ConfidenceThreshold,BCIProcessingMode,ConsecutiveThresholdBufferSize
789e2fd75b1926e71fcc358f81a774b5,2021-08-16 15:23:41.7369,1,anonymous,672c79dd700423a845a1ad6147a6afcd2d17534f,0,30,0,30,15.0000,6.0000,3.0000,1.9000,0.6200,ConsecutiveThreshold,8
