Event,Timestamp,Framecount,SessionID,Email,BCIConfidence,BCIState
Sample,2021-08-16 13:59:02.4983,26,13b6d53045477fd8224170fd61a51c9d,anonymous,0.7854,ReceivingData
Sample,2021-08-16 13:59:02.5109,27,13b6d53045477fd8224170fd61a51c9d,anonymous,0.7226,ReceivingData
Sample,2021-08-16 13:59:02.5243,28,13b6d53045477fd8224170fd61a51c9d,anonymous,0.6633,ReceivingData
Sample,2021-08-16 13:59:02.5370,29,13b6d53045477fd8224170fd61a51c9d,anonymous,0.6961,ReceivingData
Sample,2021-08-16 13:59:02.5509,30,13b6d53045477fd8224170fd61a51c9d,anonymous,0.6227,ReceivingData
Sample,2021-08-16 13:59:02.5661,31,13b6d53045477fd8224170fd61a51c9d,anonymous,0.6455,ReceivingData
Sample,2021-08-16 13:59:02.5793,32,13b6d53045477fd8224170fd61a51c9d,anonymous,0.6093,ReceivingData
Sample,2021-08-16 13:59:02.9845,61,13b6d53045477fd8224170fd61a51c9d,anonymous,0.5859,ReceivingData
Sample,2021-08-16 13:59:02.9982,62,13b6d53045477fd8224170fd61a51c9d,anonymous,0.5674,ReceivingData
Sample,2021-08-16 13:59:03.0120,63,13b6d53045477fd8224170fd61a51c9d,anonymous,0.5459,ReceivingData
Sample,2021-08-16 13:59:03.0274,64,13b6d53045477fd8224170fd61a51c9d,anonymous,0.5574,ReceivingData
Sample,2021-08-16 13:59:03.0401,65,13b6d53045477fd8224170fd61a51c9d,anonymous,0.5251,ReceivingData
Sample,2021-08-16 13:59:03.0547,66,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4877,ReceivingData
Sample,2021-08-16 13:59:03.0683,67,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4604,ReceivingData
Sample,2021-08-16 13:59:03.0819,68,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4562,ReceivingData
Sample,2021-08-16 13:59:03.4730,96,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4420,ReceivingData
Sample,2021-08-16 13:59:03.4857,97,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4449,ReceivingData
Sample,2021-08-16 13:59:03.4998,98,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4344,ReceivingData
Sample,2021-08-16 13:59:03.5142,99,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4453,ReceivingData
Sample,2021-08-16 13:59:03.5274,100,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4304,ReceivingData
Sample,2021-08-16 13:59:03.5412,101,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3676,ReceivingData
Sample,2021-08-16 13:59:03.5557,102,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3421,ReceivingData
Sample,2021-08-16 13:59:03.5699,103,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3640,ReceivingData
Sample,2021-08-16 13:59:03.5837,104,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3677,ReceivingData
Sample,2021-08-16 13:59:03.9325,129,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3854,ReceivingData
Sample,2021-08-16 13:59:03.9469,130,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3942,ReceivingData
Sample,2021-08-16 13:59:03.9604,131,13b6d53045477fd8224170fd61a51c9d,anonymous,0.4247,ReceivingData
Sample,2021-08-16 13:59:03.9746,132,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3587,ReceivingData
Sample,2021-08-16 13:59:03.9889,133,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3595,ReceivingData
Sample,2021-08-16 13:59:04.0017,134,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3569,ReceivingData
Sample,2021-08-16 13:59:04.0162,135,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3761,ReceivingData
Sample,2021-08-16 13:59:04.0303,136,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3386,ReceivingData
Sample,2021-08-16 13:59:04.4203,164,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3387,ReceivingData
Sample,2021-08-16 13:59:04.4350,165,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3251,ReceivingData
Sample,2021-08-16 13:59:04.4482,166,13b6d53045477fd8224170fd61a51c9d,anonymous,0.2923,ReceivingData
Sample,2021-08-16 13:59:04.4613,167,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3631,ReceivingData
Sample,2021-08-16 13:59:04.4773,168,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3212,ReceivingData
Sample,2021-08-16 13:59:04.4904,169,13b6d53045477fd8224170fd61a51c9d,anonymous,0.3236,ReceivingData
