SessionID,Timestamp,Framecount,Email,DeviceID,FabInputTrials,AccInputTrials,RejInputTrials,Trials,InterTrialInterval_sec,InputWindow_sec,noInputReceivedFabAlarm_sec,FabAlarmVariability_sec,ConfidenceThreshold,BCIProcessingMode,ConsecutiveThresholdBufferSize
ef322d9d32eccd32d55467c642cbbaf4,2021-08-16 15:38:31.0356,1,anonymous,672c79dd700423a845a1ad6147a6afcd2d17534f,0,30,0,30,15.0000,6.0000,3.0000,1.9000,0.7100,ConsecutiveThreshold,8
